id,card_no,name,package_name,rarity,cost,attribute,pp_value,dp_value,signal_color,card_types,features,effect,image_url
1974825607207940,BP01-008,露娜·银冕,BP01-命运交锋,SR★★,8,暗,10,2,,角色牌 / 升变角色牌,升格者 / 露娜,"升变条件 费用7以下的《露娜·银冕》&「费用上限7及以上」
升变代价【3费】将手牌的该牌重叠在对象上方出场，获得【速攻】
【永】：若我方侵蚀计数为5及以上，我方战场所有<升格者>角色PP+1000。
【自】：该牌攻击时，可以消除【2红色信号球】。若如此做，选择我方战场1张<升格者>角色，直到下个回合结束为止，其获得【充能+1】，PP+2000。",https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-008/50ba9497-907a-4ad1-a56d-3d1fdfe323f4/BP01-SR_BP01-008SR★★.png
1974825607207941,BP01-009,露娜·银冕,BP01-命运交锋,U,4,暗,4,1,,角色牌,升格者 / 露娜,"【永】：【充能0】。
【出】：若我方侵蚀计数为3及以下，可以将我方侵蚀计数+1。若如此做，抽2张牌。",https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-009/8adac85b-05a8-4d5a-bc5b-17a7d8b1a1a4/BP01-U_BP01-009U.png
1979093737892864,BP01-009,露娜·银冕,PR-推广卡,PR,4,暗,4,1,,角色牌,升格者 / 露娜,"【永】：【充能0】
【出】：若我方侵蚀计数为3及以下，可以将我方侵蚀计数+1。若如此做，抽2张牌。",https://zhanshuang-prod-minio.janime.cn/card-game-public/1979091528694784/BP01-009/dc279fa0-a3dc-4d49-bd56-bd0299cc806d/BP01-009PR.png
1974825607212032,BP01-010,罗兰·戏炎,BP01-命运交锋,R,4,物理,5,1,,角色牌,升格者 / 罗兰,"【出】：将我方信号球区的牌按任意顺序排列。
【出】 消除2同色信号球：若我方侵蚀计数为4及以上，选择我方战场1张《露娜·银冕》，直到回合结束为止，其获得【贯通】。",https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-010/ddb70a07-6b07-4a39-a614-009d7496f24b/BP01-R_BP01-010R.png
1974825607212033,BP01-010,罗兰·戏炎,BP01-命运交锋,R★,4,物理,5,1,,角色牌,升格者 / 罗兰,"【出】：将我方信号球区的牌按任意顺序排列。
【出】 消除2同色信号球：若我方侵蚀计数为4及以上，选择我方战场1张《露娜·银冕》，直到回合结束为止，其获得【贯通】。",https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-010/817c7936-1343-40ff-9c46-eae057079fba/BP01-R_BP01-010R★.png
1974825607212034,BP01-010,罗兰·戏炎,BP01-命运交锋,R★★,4,物理,5,1,,角色牌,升格者 / 罗兰,"【出】：将我方信号球区的牌按任意顺序排列。
【出】 消除2同色信号球：若我方侵蚀计数为4及以上，选择我方战场1张《露娜·银冕》，直到回合结束为止，其获得【贯通】。",https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-010/d037041c-dc88-43d2-8ed4-da52f384befd/BP01-R_BP01-010R★★.png
1974835633679360,BP01-011,冕饵,BP01-命运交锋,U,4,物理,1,,,道具牌 / 装备牌,增幅器,"（使用后可在主要阶段放置在装备角色下方，每张角色只能装备1张装备）
【出】：若该回合中我方的侵蚀计数发生过变化，抽1张牌。",https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-011/3a3adece-dea8-444b-a229-17d2ee0bd00e/BP01-U_BP01-011U.png
1974835633683456,BP01-012,沃托,BP01-命运交锋,U,3,物理,,,,道具牌 / 辅助机牌,,【起】 丢弃2张角色&横置该牌：选择我方墓地1张信号球，将其放置到我方信号球区最上方。,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-012/f3e20d99-e23e-4e39-8922-f8f49428f880/BP01-U_BP01-012U.png
1974835633683457,BP01-013,终焉降临,BP01-命运交锋,R,2,暗,,,,战术牌 / 瞬时战术牌,,"该牌只能在我方战场存在《露娜·银冕》时才能使用。
【瞬时】：若我方侵蚀计数为5及以上，可以消除【2黄色信号球】。若如此做，我方侵蚀计数-1。",https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-013/6f55bc93-34ab-4364-913b-420e8cc2ef51/BP01-R_BP01-013R.png
1974835633683458,BP01-013,终焉降临,BP01-命运交锋,R★,2,暗,,,,战术牌 / 瞬时战术牌,,"该牌只能在我方战场存在《露娜·银冕》时才能使用。
【瞬时】：若我方侵蚀计数为5及以上，可以消除【2黄色信号球】。若如此做，我方侵蚀计数-1。",https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-013/e1619327-4970-48b1-beca-aa69d9915787/BP01-R_BP01-013R★.png
1975098350058496,BP01-014,露西亚·深红囚影,BP01-命运交锋,SR,9,雷,11,3,,角色牌 / 升变角色牌,阿尔法 / 升格者,"升变条件 费用8以下的<阿尔法>&「费用上限8及以上」
升变代价【3费】将手牌的该牌重叠在对象上方出场，获得【速攻】
【永】：该牌可以同时装备2张<封刃太刀>装备。
【起】 【回合1】 【2蓝色信号球】：选择我方墓地1张<大太刀>装备，将其装备。直到回合结束为止，我方信号球区的【蓝色信号球】可以视为【红色信号球】或【黄色信号球】。
【自】【回合1】：该牌攻击时，可以消除【2黄色信号球】。若如此做，将该牌竖直，直到回合结束为止，该牌获得【充能+1】，PP+1000。",https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-014/34a2af4e-1481-49c7-869d-0cf70bc1fd24/BP01-SR_BP01-014SR.png
1975098350058497,BP01-014,露西亚·深红囚影,BP01-命运交锋,SR★,9,雷,11,3,,角色牌 / 升变角色牌,阿尔法 / 升格者,"升变条件 费用8以下的<阿尔法>&「费用上限8及以上」
升变代价【3费】将手牌的该牌重叠在对象上方出场，获得【速攻】
【永】：该牌可以同时装备2张<封刃太刀>装备。
【起】 【回合1】 【2蓝色信号球】：选择我方墓地1张<大太刀>装备，将其装备。直到回合结束为止，我方信号球区的【蓝色信号球】可以视为【红色信号球】或【黄色信号球】。
【自】【回合1】：该牌攻击时，可以消除【2黄色信号球】。若如此做，将该牌竖直，直到回合结束为止，该牌获得【充能+1】，PP+1000。",https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-014/ce61e102-39dd-42ea-be3c-8ad3fd294aa0/BP01-SR_BP01-014SR★.png
1975098350062592,BP01-014,露西亚·深红囚影,BP01-命运交锋,SR★★,9,雷,11,3,,角色牌 / 升变角色牌,阿尔法 / 升格者,"升变条件 费用8以下的<阿尔法>&「费用上限8及以上」
升变代价【3费】将手牌的该牌重叠在对象上方出场，获得【速攻】
【永】：该牌可以同时装备2张<封刃太刀>装备。
【起】【回合1】【2蓝色信号球】：选择我方墓地1张<大太刀>装备，将其装备。直到回合结束为止，我方信号球区的【蓝色信号球】可以视为【红色信号球】或【黄色信号球】。
【自】【回合1】：该牌攻击时，可以消除【2黄色信号球】。若如此做，将该牌竖直，直到回合结束为止，该牌获得【充能+1】，PP+1000。",https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-014/20a5c12e-c73d-47f4-a2fc-a0ffd794d736/BP01-SR_BP01-014SR★★.png
1975098350062593,BP01-014,露西亚·深红囚影,BP01-命运交锋,SR★★★,9,雷,11,3,,角色牌 / 升变角色牌,阿尔法 / 升格者,"升变条件 费用8以下的<阿尔法>&「费用上限8及以上」
升变代价【3费】将手牌的该牌重叠在对象上方出场，获得【速攻】
【永】：该牌可以同时装备2张<封刃太刀>装备。
【起】 【回合1】 【2蓝色信号球】：选择我方墓地1张<大太刀>装备，将其装备。直到回合结束为止，我方信号球区的【蓝色信号球】可以视为【红色信号球】或【黄色信号球】。
【自】【回合1】：该牌攻击时，可以消除【2黄色信号球】。若如此做，将该牌竖直，直到回合结束为止，该牌获得【充能+1】，PP+1000。",https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-014/a17b1bb0-bc87-4f83-b86c-e568c01705d9/BP01-SR_BP01-014SR★★★.png
1974835633687555,BP01-015,露西亚·深红囚影,BP01-命运交锋,U,4,雷,4,1,,角色牌,阿尔法 / 升格者,【永】：我方每回合使用的第1张装备的费用-1。,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-015/dc59aca8-4d8d-4994-ac3a-4aee18f3e2f4/BP01-U_BP01-015U.png
1979093737888772,BP01-015,露西亚·深红囚影,PR-推广卡,PR,4,雷,4,1,,角色牌,阿尔法 / 升格者,【永】：我方每回合使用的第1张装备的费用-1。,https://zhanshuang-prod-minio.janime.cn/card-game-public/1979091528694784/BP01-015/7d63adeb-0b87-491d-a9f6-8a6beb2bad14/BP01-015PR.png
1974835633687556,BP01-016,露西亚·深红囚影,BP01-命运交锋,R,6,雷,8,1,,角色牌,阿尔法 / 升格者,"【永】：该牌可以同时装备2张<封刃太刀>装备。
【起】【回合1】 【蓝色信号球】：选择我方墓地1张<封刃太刀>装备，将其装备。",https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-016/e8ae4512-fbb0-4911-bd29-11f6d5ada62a/BP01-R_BP01-016R.png
1974835633687557,BP01-016,露西亚·深红囚影,BP01-命运交锋,R★,6,雷,8,1,,角色牌,阿尔法 / 升格者,"【永】：该牌可以同时装备2张<封刃太刀>装备。
【起】【回合1】 【蓝色信号球】：选择我方墓地1张<封刃太刀>装备，将其装备。",https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-016/17059159-67b1-470c-8aed-2d12a06bc738/BP01-R_BP01-016R★.png
1974835633691648,BP01-017,露西亚·深红囚影,BP01-命运交锋,SR,7,雷,9,2,,角色牌 / 升变角色牌,阿尔法 / 升格者,"升变条件 费用6以下的<阿尔法>&「费用上限6及以上」
升变代价【3费】将手牌的该牌重叠在对象上方出场，获得【速攻】
【永】：该牌可以同时装备2张<封刃太刀>装备。
【自】：该牌离场时，若该牌同时装备<小太刀>和<大太刀>，可以将其放置到墓地。若如此做，改为不离场。",https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-017/a6785cd3-c858-4dcc-b789-f6e69d8d10a3/BP01-SR_BP01-017SR.png
1974835633691649,BP01-017,露西亚·深红囚影,BP01-命运交锋,SR★,7,雷,9,2,,角色牌 / 升变角色牌,阿尔法 / 升格者,"升变条件 费用6以下的<阿尔法>&「费用上限6及以上」
升变代价【3费】将手牌的该牌重叠在对象上方出场，获得【速攻】
【永】：该牌可以同时装备2张<封刃太刀>装备。
【自】：该牌离场时，若该牌同时装备<小太刀>和<大太刀>，可以将其放置到墓地。若如此做，改为不离场。",https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-017/38b2d391-1401-4e6a-aa62-9a6228144c95/BP01-SR_BP01-017SR★.png
1995614903917568,BP01-017,露西亚·深红囚影,PR-推广卡,PR,7,雷,9,2,,角色牌 / 升变角色牌,阿尔法 / 升格者,"升变条件 费用6以下的<阿尔法>&「费用上限6及以上」
升变代价【3费】将手牌的该牌重叠在对象上方出场，获得【速攻】
【永】：该牌可以同时装备2张<封刃太刀>装备。
【自】：该牌离场时，若该牌同时装备<小太刀>和<大太刀>，可以将其放置到墓地。若如此做，改为不离场。",https://zhanshuang-prod-minio.janime.cn/card-game-public/cc3acc21-7665-4b65-9681-e588c56b85f2/BP01-017PR.png
1974835633691650,BP01-018,露西亚·深红囚影,BP01-命运交锋,U,5,雷,6,1,,角色牌,阿尔法 / 升格者,【出】 丢弃1张手牌：抽1张牌，若因此方法丢弃装备或信号球，改为抽2张牌。,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-018/5915bc41-087e-433d-ba67-28c221a90aad/BP01-U_BP01-018U.png
1974835633691651,BP01-019,露西亚·深红囚影,BP01-命运交锋,U,4,雷,6,1,,角色牌,阿尔法 / 升格者,,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-019/1d400a1a-5981-429c-b82c-354cff526033/BP01-U_BP01-019U.png
1974835633691652,BP01-020,绯霆—小太刀,BP01-命运交锋,U,3,雷,13,,,道具牌 / 装备牌,小太刀 / 封刃太刀,（使用后可在主要阶段放置在装备角色下方，每张角色只能装备1张装备）,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-020/f521c7a2-ee18-4e14-863d-c77a9fe6e719/BP01-U_BP01-020U.png
1974835633691653,BP01-021,绯霆—大太刀,BP01-命运交锋,U,4,雷,1.5,,,道具牌 / 装备牌,大太刀 / 封刃太刀,（使用后可在主要阶段放置在装备角色下方，每张角色只能装备1张装备）,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-021/d6436461-3211-49c3-9884-684991288068/BP01-U_BP01-021U.png
1974835633695744,BP01-022,夜煌—小太刀,BP01-命运交锋,U,3,物理,0.5,,,道具牌 / 装备牌,小太刀 / 封刃太刀,"（使用后可在主要阶段放置在装备角色下方，每张角色只能装备1张装备）
【永】：若装备角色为《露西亚·深红囚影》，则其获得“【起】【回合1】：选择我方信号球区1张信号球，直到回合结束为止，其可以视为【蓝色信号球】”。",https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-022/87a5300a-4c5d-4a53-b0b7-755fb3b15c4d/BP01-U_BP01-022U.png
1974835633695745,BP01-023,夜煌—大太刀,BP01-命运交锋,U,4,物理,13,,,道具牌 / 装备牌,大太刀 / 封刃太刀,"（使用后可在主要阶段放置在装备角色下方，每张角色只能装备1张装备）
【永】：若装备角色为《露西亚·深红囚影》，则其获得“【自】【回合1】：该牌攻击时，可以横置我方战场1张牌。若如此做，该牌的本次攻击不会被PP为5000及以下的角色阻挡”。",https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-023/478fa312-a2df-4dfa-8576-3e220b66b442/BP01-U_BP01-023U.png
1974835633695746,BP01-024,坼霆,BP01-命运交锋,U,3,雷,,,,道具牌 / 辅助机牌,,【起】 横置该牌&【任意信号球】：公开我方牌组顶5张牌，选择其中最多1张装备加入手牌，将剩余的牌按任意顺序放置到牌组底。,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-024/efabf10b-3beb-47ad-9305-5002cc2786bb/BP01-U_BP01-024U.png
1974835633695747,BP01-025,归途伴风雪,BP01-命运交锋,U,5,雷,,,,战术牌 / 普通战术牌,,"该牌只能在我方战场存在《露西亚·深红囚影》时才能使用。
选择对方战场1张角色，直到回合结束为止，其失去能力，不能进行阻挡。可以追加消除【2红色信号球】。若如此做，选择我方战场1张《露西亚·深红囚影》，将其竖直。",https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-025/6ec9bfa0-0266-4010-8561-1c2b14284945/BP01-U_BP01-025U.png
1974835633695748,BP01-026,凛冬,BP01-命运交锋,U,3,物理,,,,战术牌 / 普通战术牌,,公开我方牌组顶7张牌，选择其中最多1张《露西亚·深红囚影》和最多1张<封刃太刀>装备加入手牌，将剩余的牌按任意顺序放置到牌组底。,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-026/fde1b3c8-d6d1-49e2-bfe0-df9e175666fd/BP01-U_BP01-026U.png
1974835633695749,BP01-027,枪林弹雨,BP01-命运交锋,R,3,雷,,,,战术牌 / 瞬时战术牌,,【瞬时】：我方玩家被攻击时才能发动。选择我方战场1张装备，可以将其放置到墓地。若如此做，那次攻击不能造成伤害。,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-027/3b2e59cb-8cb2-491f-8158-9aac130351a7/BP01-R_BP01-027R.png
1974835633699840,BP01-027,枪林弹雨,BP01-命运交锋,R★,3,雷,,,,战术牌 / 瞬时战术牌,,【瞬时】：我方玩家被攻击时才能发动。选择我方战场1张装备，可以将其放置到墓地。若如此做，那次攻击不能造成伤害。,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-027/7cfb6a1c-d68e-4f54-badb-386ba135ee89/BP01-R_BP01-027R★.png
1974835633699841,BP01-027,枪林弹雨,BP01-命运交锋,R★★,3,雷,,,,战术牌 / 瞬时战术牌,,【瞬时】：我方玩家被攻击时才能发动。选择我方战场1张装备，可以将其放置到墓地。若如此做，那次攻击不能造成伤害。,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-027/f1fa50dc-3f80-4c91-bc23-fc2a1d6eefb6/BP01-R_BP01-027R★★.png
1974835633699842,BP01-028,曲·雀翎,BP01-命运交锋,SR,9,物理,4,2,,角色牌 / 升变角色牌,曲 / 九龙商会,"升变条件 费用8以下的《曲·雀翎》&「费用上限8及以上」
升变代价【3费】将手牌的该牌重叠在对象上方出场，获得【速攻】
【出】：可以选择我方墓地、费用区合计最多6张<万世铭>，将其加入牌组并洗切。因此方法加入牌组的<万世铭>每有2张，从以下3项选择1项。（不可重复选择）
·直到回合结束为止，该牌获得【充能+1】，基本PP变为9999。
·直到回合结束为止，该牌DP+1。
·直到回合结束为止，该牌获得“【自】【回合1】：该牌攻击的充能步骤中，若充能<万世铭>，将该牌竖直。”",https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-028/257cb68c-4831-4a97-a41a-db9bc12bd1f8/BP01-SR_BP01-028SR.png
1974835633699843,BP01-028,曲·雀翎,BP01-命运交锋,SR★,9,物理,4,2,,角色牌 / 升变角色牌,曲 / 九龙商会,"升变条件 费用8以下的《曲·雀翎》&「费用上限8及以上」
升变代价【3费】将手牌的该牌重叠在对象上方出场，获得【速攻】
【出】：可以选择我方墓地、费用区合计最多6张<万世铭>，将其加入牌组并洗切。因此方法加入牌组的<万世铭>每有2张，从以下3项选择1项。（不可重复选择）
·直到回合结束为止，该牌获得【充能+1】，基本PP变为9999。
·直到回合结束为止，该牌DP+1。
·直到回合结束为止，该牌获得“【自】【回合1】：该牌攻击的充能步骤中，若充能<万世铭>，将该牌竖直。”",https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-028/3a63ba94-c238-4d23-bc27-61dbb560ecdd/BP01-SR_BP01-028SR★.png
1995614903917569,BP01-028,曲·雀翎,PR-推广卡,PR,9,物理,4,2,,角色牌 / 升变角色牌,曲 / 九龙商会,"升变条件 费用8以下的《曲·雀翎》&「费用上限8及以上」
升变代价【3费】将手牌的该牌重叠在对象上方出场，获得【速攻】
【出】：可以选择我方墓地、费用区合计最多6张<万世铭>，将其加入牌组并洗切。因此方法加入牌组的<万世铭>每有2张，从以下3项选择1项。（不可重复选择）
·直到回合结束为止，该牌获得【充能+1】，基本PP变为9999。
·直到回合结束为止，该牌DP+1。
·直到回合结束为止，该牌获得“【自】【回合1】：该牌攻击的充能步骤中，若充能<万世铭>，将该牌竖直。”",https://zhanshuang-prod-minio.janime.cn/card-game-public/3f87f1b1-7353-4257-ab6a-7331c9f52541/BP01-028PR.png
1974835633699844,BP01-029,曲·雀翎,BP01-命运交锋,SR,6,物理,8,1,,角色牌,曲 / 九龙商会,"【出】丢弃1张手牌：选择我方牌组1张<万世铭>，将其加入手牌，洗切牌组。
【自】【回合1】 ：该牌攻击或阻挡时，可以消除【3任意信号球】。若如此做，选择我方墓地最多2张<万世铭>，将其中1张加入手牌，将剩余的牌以竖直状态放置到我方费用区最上方。",https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-029/0537f34e-8abc-43e2-a028-f5d192e81634/BP01-SR_BP01-029SR.png
