variant_id,card_no,rarity,package_name,image_url,local_image_url,is_primary
1974835633687556,BP01-016,R,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-016/e8ae4512-fbb0-4911-bd29-11f6d5ada62a/BP01-R_BP01-016R.png,/card-images/BP01-016.png,true
1974835633687557,BP01-016,R★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-016/17059159-67b1-470c-8aed-2d12a06bc738/BP01-R_BP01-016R★.png,,false
1974835633691648,BP01-017,SR,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-017/a6785cd3-c858-4dcc-b789-f6e69d8d10a3/BP01-SR_BP01-017SR.png,/card-images/BP01-017.png,true
1995614903917568,BP01-017,PR,PR-推广卡,https://zhanshuang-prod-minio.janime.cn/card-game-public/cc3acc21-7665-4b65-9681-e588c56b85f2/BP01-017PR.png,,false
1974835633691649,BP01-017,SR★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-017/38b2d391-1401-4e6a-aa62-9a6228144c95/BP01-SR_BP01-017SR★.png,,false
1974835633691650,BP01-018,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-018/5915bc41-087e-433d-ba67-28c221a90aad/BP01-U_BP01-018U.png,/card-images/BP01-018.png,true
1974835633691651,BP01-019,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-019/1d400a1a-5981-429c-b82c-354cff526033/BP01-U_BP01-019U.png,/card-images/BP01-019.png,true
1974835633691652,BP01-020,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-020/f521c7a2-ee18-4e14-863d-c77a9fe6e719/BP01-U_BP01-020U.png,/card-images/BP01-020.png,true
1974835633691653,BP01-021,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-021/d6436461-3211-49c3-9884-684991288068/BP01-U_BP01-021U.png,/card-images/BP01-021.png,true
1974835633695744,BP01-022,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-022/87a5300a-4c5d-4a53-b0b7-755fb3b15c4d/BP01-U_BP01-022U.png,/card-images/BP01-022.png,true
1974835633695745,BP01-023,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-023/478fa312-a2df-4dfa-8576-3e220b66b442/BP01-U_BP01-023U.png,/card-images/BP01-023.png,true
1974835633695746,BP01-024,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-024/efabf10b-3beb-47ad-9305-5002cc2786bb/BP01-U_BP01-024U.png,/card-images/BP01-024.png,true
1974835633695747,BP01-025,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-025/6ec9bfa0-0266-4010-8561-1c2b14284945/BP01-U_BP01-025U.png,/card-images/BP01-025.png,true
1974835633695748,BP01-026,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-026/fde1b3c8-d6d1-49e2-bfe0-df9e175666fd/BP01-U_BP01-026U.png,/card-images/BP01-026.png,true
1974835633695749,BP01-027,R,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-027/3b2e59cb-8cb2-491f-8158-9aac130351a7/BP01-R_BP01-027R.png,/card-images/BP01-027.png,true
1974835633699840,BP01-027,R★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-027/7cfb6a1c-d68e-4f54-badb-386ba135ee89/BP01-R_BP01-027R★.png,,false
1974835633699841,BP01-027,R★★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-027/f1fa50dc-3f80-4c91-bc23-fc2a1d6eefb6/BP01-R_BP01-027R★★.png,,false
1974835633699842,BP01-028,SR,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-028/257cb68c-4831-4a97-a41a-db9bc12bd1f8/BP01-SR_BP01-028SR.png,/card-images/BP01-028.png,true
1995614903917569,BP01-028,PR,PR-推广卡,https://zhanshuang-prod-minio.janime.cn/card-game-public/3f87f1b1-7353-4257-ab6a-7331c9f52541/BP01-028PR.png,,false
1974835633699843,BP01-028,SR★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-028/3a63ba94-c238-4d23-bc27-61dbb560ecdd/BP01-SR_BP01-028SR★.png,,false
1974835633699844,BP01-029,SR,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-029/0537f34e-8abc-43e2-a028-f5d192e81634/BP01-SR_BP01-029SR.png,/card-images/BP01-029.png,true
1974835633699845,BP01-029,SR★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-029/9606adc6-7c5d-49db-adb4-f36bacb265ff/BP01-SR_BP01-029SR★.png,,false
1974835633699846,BP01-030,SR,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-030/dac38620-ae3a-43da-adc8-1e10c8daf823/BP01-SR_BP01-030SR.png,/card-images/BP01-030.png,true
1974835633703936,BP01-030,SR★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-030/fdb78d03-3ae1-444e-90bd-510507451f5a/BP01-SR_BP01-030SR★.png,,false
1974835633703937,BP01-031,R,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-031/e63d3413-6445-4ada-823a-5f21d86b35e7/BP01-R_BP01-031R.png,/card-images/BP01-031.png,true
1974835633703938,BP01-031,R★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-031/06b2ab42-b8c5-41fb-8dcd-af3f1086b8a7/BP01-R_BP01-031R★.png,,false
1974835633703939,BP01-032,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-032/ed647f2f-a62f-49c0-9e49-ca7e69329c1e/BP01-U_BP01-032U.png,/card-images/BP01-032.png,true
1974835633703940,BP01-033,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-033/1f033e9a-9fa5-4d2e-8aeb-a8371c3f8370/BP01-U_BP01-033U.png,/card-images/BP01-033.png,true
1974835633703941,BP01-034,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-034/151423ac-caaf-4a82-9d03-a4bb6f330b8e/BP01-U_BP01-034U.png,/card-images/BP01-034.png,true
1974835633708032,BP01-035,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-035/598dc5c6-77d0-4372-a866-c0fa61df29ef/BP01-U_BP01-035U.png,/card-images/BP01-035.png,true
1974835633708033,BP01-036,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-036/63f77798-7087-414f-b5a3-e16fcaf7977e/BP01-U_BP01-036U.png,/card-images/BP01-036.png,true
1974835633708034,BP01-037,R,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-037/a8a338d5-f2b7-4ff6-9853-83198ad22b96/BP01-R_BP01-037R.png,/card-images/BP01-037.png,true
1974835633708035,BP01-037,R★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-037/7e7b5dcd-55d9-4f0d-8b8a-6458a9c1bcbd/BP01-R_BP01-037R★.png,,false
1974835633708036,BP01-037,R★★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-037/c88d17f9-09d7-4466-85b5-993255341450/BP01-R_BP01-037R★★.png,,false
1974835633708037,BP01-038,R,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-038/d9d8a624-c00f-4754-96e0-3b0770b88839/BP01-R_BP01-038R.png,/card-images/BP01-038.png,true
1974835633708038,BP01-038,R★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-038/04df52e8-cde3-4df0-8086-1fcd045c2bee/BP01-R_BP01-038R★.png,,false
1974835633712128,BP01-038,R★★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-038/d5542695-6d68-4dd3-b221-d1d895fc6fb9/BP01-R_BP01-038R★★.png,,false
1974835633712129,BP01-039,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-039/fd8d4dd6-359d-4996-a690-b7a301586edc/BP01-U_BP01-039U.png,/card-images/BP01-039.png,true
1974839685929984,BP01-040,SR,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-040/e6d7ebf4-90ac-4280-bae1-153da1fcc23f/BP01-SR_BP01-040SR.png,/card-images/BP01-040.png,true
1974839685929985,BP01-040,SR★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-040/487d8c7f-4d9f-45ca-ae52-03ae629ed768/BP01-SR_BP01-040SR★.png,,false
1974839685934080,BP01-041,SR,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-041/a3ec8011-a1ae-403e-bd1c-bb2ec0a3e253/BP01-SR_BP01-041SR.png,/card-images/BP01-041.png,true
1974839685934081,BP01-041,SR★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-041/c80234c1-9e5f-4852-a124-801468301868/BP01-SR_BP01-041SR★ -.png,,false
1974839685934082,BP01-042,R,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-042/1ae0517b-db69-4371-8156-d03982d45777/BP01-R_BP01-042R.png,/card-images/BP01-042.png,true
1974839685934083,BP01-042,R★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-042/c8ceaffd-4417-4e17-b0cc-9cf364f42efc/BP01-R_BP01-042R★.png,,false
1974839685934084,BP01-042,R★★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-042/205cc0e3-e24a-40c0-85d1-5d85d005f9ef/BP01-R_BP01-042R★★.png,,false
1974839685938176,BP01-043,R,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-043/ee91a127-0b9d-42cb-93a7-7b735686d918/BP01-R_BP01-043R.png,/card-images/BP01-043.png,true
1974839685938177,BP01-043,R★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-043/f0b9df06-90b2-40f3-bc36-d58c1efe00a5/BP01-R_BP01-043R★.png,,false
1974839685938178,BP01-044,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-044/d104ad39-17c6-4837-a179-589cfcfb844f/BP01-U_BP01-044U.png,/card-images/BP01-044.png,true
1974839685938179,BP01-045,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-045/246d4cca-40d0-407c-a619-7b76fca48b96/BP01-U_BP01-045U.png,/card-images/BP01-045.png,true
1974839685938180,BP01-046,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-046/07a9ccd5-80cf-404d-ac95-30d0bd968456/BP01-U_BP01-046U.png,/card-images/BP01-046.png,true
1974839685938181,BP01-047,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-047/d7398b03-48fb-435f-a01f-c77a996eb79d/BP01-U_BP01-047U.png,/card-images/BP01-047.png,true
1974839685938182,BP01-048,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-048/43d6b9f0-792b-4e56-90f3-2d561143fa56/BP01-U_BP01-048U.png,/card-images/BP01-048.png,true
1974839685942272,BP01-049,R,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-049/270592c1-a2b8-4e99-9a12-3a961684effe/BP01-R_BP01-049R.png,/card-images/BP01-049.png,true
1974839685942273,BP01-049,R★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-049/f31c2120-3654-4103-a3f3-00c2b35fda0a/BP01-R_BP01-049R★.png,,false
1974839685942274,BP01-050,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-050/e1ea5a91-f371-40b4-a74b-87d64b7f443f/BP01-U_BP01-050U.png,/card-images/BP01-050.png,true
1974839685942275,BP01-051,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-051/f9ca9f50-2b5d-4505-8fe2-baa65498eb17/BP01-U_BP01-051U.png,/card-images/BP01-051.png,true
1974839685942276,BP01-052,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-052/de9a9e8f-e70e-41d3-bfa6-ebed491d2197/BP01-U_BP01-052U.png,/card-images/BP01-052.png,true
1974839685942277,BP01-053,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-053/32296673-31fb-465a-871d-cd0616994613/BP01-U_BP01-053U.png,/card-images/BP01-053.png,true
1974839685946368,BP01-054,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-054/4864f142-455e-457f-9380-fbedb829eaac/BP01-U_BP01-054U.png,/card-images/BP01-054.png,true
1974839685946369,BP01-055,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-055/4fd96ff4-d282-49f4-9149-1d5902291d8d/BP01-U_BP01-055U.png,/card-images/BP01-055.png,true
1974839685946370,BP01-056,SR,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-056/f68dc044-8757-4392-9629-00e9e016ab82/BP01-SR_BP01-056SR.png,/card-images/BP01-056.png,true
1974839685946371,BP01-056a,SR★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-056a/1478d63b-93a5-472d-8d09-d9c11b842e4a/BP01-SR_BP01-056aSR★.png,/card-images/BP01-056a.png,true
1974839685946372,BP01-056b,SR★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-056b/0ea02779-9dca-4567-9514-c008e80a9473/BP01-SR_BP01-056bSR★.png,/card-images/BP01-056b.png,true
1974839685946373,BP01-057,SR,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-057/d0f220e1-b1b1-462e-85f8-7f50a3eca69a/BP01-SR_BP01-057.png,/card-images/BP01-057.png,true
1974839685950464,BP01-057,SR★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-057/fad3ec98-f182-42f3-9728-7737e1b573d7/BP01-SR_BP01-057SR★.png,,false
1974839685950465,BP01-057,SR★★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-057/ef1c44d5-344b-4226-a0d6-0429b30dc107/BP01-SR_BP01-057SR★★.png,,false
1974839685950466,BP01-058,SR,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-058/8c6c1de0-11de-4f25-9988-b64e76d6973c/BP01-SR_BP01-058SR.png,/card-images/BP01-058.png,true
1974839685950467,BP01-058,SR★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-058/ae9ca175-d7a2-4ef4-b3c7-293f13a07377/BP01-SR_BP01-058SR★.png,,false
1974839685950468,BP01-059,R,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-059/645a2286-4163-4cf0-a39e-cf675672f7ca/BP01-R_BP01-059R.png,/card-images/BP01-059.png,true
1974839685950469,BP01-059,R★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-059/60c70e54-d577-44d7-8c95-8abe65349aa9/BP01-R_BP01-059R★.png,,false
1974839685954560,BP01-059,R★★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-059/9807c960-f0b9-48bc-918b-f92a4f44d26f/BP01-R_BP01-059R★★.png,,false
1974839685954561,BP01-060,R,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-060/b13e55e8-6e19-4a57-84fd-7e2b54efaca2/BP01-R_BP01-060R.png,/card-images/BP01-060.png,true
1979093737892865,BP01-060,PR,PR-推广卡,https://zhanshuang-prod-minio.janime.cn/card-game-public/1979091528694784/BP01-060/48f381ca-076c-4c1a-9312-8b5c39117c3c/BP01-060PR.png,,false
1974839685954562,BP01-060,R★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-060/5274abda-8bf9-47d8-9bc2-0a91c708482b/BP01-R_BP01-060R★.png,,false
1974839685954563,BP01-060,R★★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-060/40478d33-8a69-4e37-a229-20b618a5c8bc/BP01-R_BP01-060R★★.png,,false
1974839685954564,BP01-061,R,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-061/b31a5752-2936-4ce5-a2d3-a99234446138/BP01-R_BP01-061R.png,/card-images/BP01-061.png,true
1974839685958656,BP01-061,R★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-061/9278b021-10db-4e26-ac6d-5da281f4db6d/BP01-R_BP01-061R★.png,,false
1974839685958657,BP01-062,R,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-062/1c723ddc-515d-44bc-9a88-4af59d03089d/BP01-R_BP01-062R.png,/card-images/BP01-062.png,true
1974839685958658,BP01-062,R★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-062/ae34eb24-6190-4aa5-92cd-2bec35bb9b65/BP01-R_BP01-062R★.png,,false
1974839685958659,BP01-063,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-063/9bed0afa-d93c-48ce-94bd-e4b3d50975e1/BP01-U_BP01-063U.png,/card-images/BP01-063.png,true
1974839685962752,BP01-064,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-064/76209913-36a1-4b6d-8e86-044264b42543/BP01-U_BP01-064U.png,/card-images/BP01-064.png,true
1974839685962753,BP01-065,R,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-065/83d748be-5f15-4e7f-b4c1-dd5034d45a12/BP01-R_BP01-065R.png,/card-images/BP01-065.png,true
1974839685962754,BP01-065,R★,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-065/d1084d15-2955-42f8-b4b0-fd4a639a3ed1/BP01-R_BP01-065R★.png,,false
1974839685966848,BP01-066,U,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-066/6918e60c-870e-4cdc-a75e-e356ca1cecc5/BP01-U_BP01-066U.png,/card-images/BP01-066.png,true
1974839685966849,BP01-067,R,BP01-命运交锋,https://zhanshuang-prod-minio.janime.cn/card-game-public/1974825587141632/BP01-067/c17ebe73-6ae9-47ce-a56b-80849d149190/BP01-R_BP01-067R.png,/card-images/BP01-067.png,true
